algorithm,FOV,noise,epsilon,scene,userIdx,psnr_mean,psnr_lb,psnr_ub,ssim_mean,ssim_lb,ssim_ub,vmaf_mean,vmaf_lb,vmaf_ub
Disturber,115,30,6.666666666666667,City,1,23.829964090000004,23.71040456078338,23.949523619216627,0.7468971319999999,0.7408797624056539,0.7529145015943458,17.115469554,16.10538356238422,18.125555545615782
Disturber,115,30,6.666666666666667,City,2,23.215862469999987,23.11872922046263,23.312995719537344,0.6841676080000004,0.6777764649899188,0.690558751010082,15.144482635999989,14.26931840559998,16.019646866399995
Disturber,115,30,6.666666666666667,City,3,23.461730967999994,23.367262655111418,23.55619928088857,0.7101742979999999,0.7044565357597682,0.7158920602402316,15.497916867999994,14.684549008207473,16.311284727792515
Disturber,115,30,6.666666666666667,City,4,23.357504958000032,23.258533166259664,23.4564767497404,0.7184388479999995,0.7137405715629659,0.723137124437033,13.833415172,12.90567561344899,14.761154730551011
Disturber,115,30,6.666666666666667,City,5,23.036852477999997,22.948265417388804,23.12543953861119,0.7286733920000001,0.7246588798946868,0.7326879041053135,13.864743738000003,13.058857519133383,14.670629956866623
Disturber,115,30,6.666666666666667,Gallery,0,15.176161264000001,15.075340256658437,15.276982271341565,0.24442608399999988,0.2413920729036632,0.24746009509633654,8.303071831999995,7.958448254231939,8.647695409768051
Disturber,115,30,6.666666666666667,Gallery,1,15.674328427999997,15.581050805760354,15.76760605023964,0.27033575600000004,0.2670767486007366,0.2735947633992635,7.403959290000001,7.091501132662224,7.716417447337778
Disturber,115,30,6.666666666666667,Gallery,2,15.119160685999997,15.029147131828418,15.209174240171576,0.21860723199999973,0.21581882379315265,0.22139564020684682,6.549331020000002,6.297826160828893,6.800835879171111
Disturber,115,30,6.666666666666667,Gallery,3,15.373510053999999,15.27802366105309,15.468996446946907,0.268491864,0.26440015158692837,0.2725835764130717,7.554913226000002,7.197275992372875,7.912550459627129
Disturber,115,30,6.666666666666667,Gallery,4,15.053769857999999,14.956630180678264,15.150909535321734,0.241785536,0.23886946946526288,0.2447016025347371,6.537260528000003,6.29953996826634,6.774981087733665
Disturber,115,30,6.666666666666667,Gallery,5,15.77063749599999,15.663242370858807,15.878032621141173,0.278155632,0.2742284099756143,0.28208285402438565,7.385051162000002,7.043015983417683,7.7270863405823205
Disturber,115,30,6.666666666666667,Nature,0,15.651512981999998,15.50712190851791,15.795904055482087,0.30244523200000006,0.29900307581429764,0.3058873881857025,6.818942778000001,6.567984317728519,7.069901238271483
Disturber,115,30,6.666666666666667,Nature,1,15.901013292000018,15.77268969535744,16.029336888642597,0.2950075200000002,0.2919608185050048,0.29805422149499555,7.347165977999996,7.036585299389668,7.657746656610324
Disturber,115,30,6.666666666666667,Nature,2,16.17186536800001,16.031733201921593,16.311997534078426,0.30602780799999996,0.303102830404135,0.3089527855958649,7.351331353999998,7.065648703377604,7.637014004622393
Disturber,115,30,6.666666666666667,Nature,3,15.653272297999994,15.527694190615644,15.778850405384343,0.2749430279999998,0.2725930049953869,0.2772930510046127,7.215808039999998,6.988481453976094,7.443134626023902
Disturber,115,30,6.666666666666667,Nature,4,16.220260862000003,16.083756579692153,16.356765144307854,0.3016845240000001,0.2989886583584781,0.30438038964152214,6.693370645999997,6.447326729003207,6.939414562996788
Disturber,115,30,6.666666666666667,Nature,5,16.48389483399999,16.34436454278652,16.623425125213462,0.30704314600000016,0.30448640498884566,0.30959988701115465,7.118275558,6.890336634113377,7.346214481886622
Disturber,115,30,6.666666666666667,Office,0,16.756787183999993,16.68033788607497,16.833236481925017,0.22828146999999985,0.22469068020799093,0.23187225979200876,7.107051471999997,6.908609301088743,7.305493642911251
Disturber,115,30,6.666666666666667,Office,1,17.296787864000006,17.20946348384598,17.384112244154032,0.26810318800000005,0.26474283054344866,0.27146354545655144,7.056456105999994,6.770316834065582,7.342595377934407
